title,summary,update_at,external_link,entity,created_at,classification_id,rtype_id,gtype,is_active
"dineba disenos interiores y ebanisteria, srl 20% avance","dineba disenos interiores y ebanisteria, srl 20% avance",1/17/2024 20:49,https://adn.gob.do/transparencia/download/1576/abril-junio/7731/dineba-disenos-interiores-y-ebanisteria-srl-20-avance-2.pdf,Alcaldía del distrito Nacional,1/17/2024 20:49,17,33,link,True
"constructora phd, srl 20% avance","constructora phd, srl 20% avance",1/17/2024 20:49,https://adn.gob.do/transparencia/download/1576/abril-junio/7733/constructora-phd-srl-20-avance-2.pdf,Alcaldía del distrito Nacional,1/17/2024 20:49,17,33,link,True
"conedeca, srl 20% avance","conedeca, srl 20% avance",1/17/2024 20:49,https://adn.gob.do/transparencia/download/1576/abril-junio/7732/conedeca-srl-20-avance-2.pdf,Alcaldía del distrito Nacional,1/17/2024 20:49,17,33,link,True
resolucion no-42-2021- que aprueba monto y tope para ppm 2022,resolucion no-42-2021- que aprueba monto y tope para ppm 2022,4/4/2022 16:08,https://adn.gob.do/transparencia/download/479/2022/1921/resolucion-no-42-2021-que-aprueba-monto-y-tope-para-ppm-2022.pdf,Alcaldía del distrito Nacional,1/14/2022 16:05,17,33,link,True
plan de inversion municipal para  2022,plan de inversion municipal para  2022,4/4/2022 16:07,https://adn.gob.do/transparencia/download/479/2022/1919/plan-de-inversion-municipal-para-2022.pdf,Alcaldía del distrito Nacional,1/14/2022 16:05,17,26,link,True
plan de inversion municipal presupuesto participativo ano 2022,plan de inversion municipal presupuesto participativo ano 2022,4/4/2022 16:25,https://adn.gob.do/transparencia/download/479/2022/1922/plan-de-inversion-municipal-presupuesto-participativo-ano-2022.pdf,Alcaldía del distrito Nacional,2/21/2022 16:24,17,26,link,True
fp-06,fp-06,4/4/2022 16:05,https://adn.gob.do/transparencia/download/479/2022/1920/fp-06.pdf,Alcaldía del distrito Nacional,4/4/2022 16:05,17,33,link,True
asambleas comunitarias-participacion por genero,asambleas comunitarias-participacion por genero,4/4/2022 16:06,https://adn.gob.do/transparencia/download/479/2022/1917/asambleas-comunitarias-participacion-por-genero.pdf,Alcaldía del distrito Nacional,1/14/2022 16:05,17,29,link,True
adn juramenta comite e inicia asambleas de presupuesto participativo municipal 2022,adn juramenta comite e inicia asambleas de presupuesto participativo municipal 2022,4/4/2022 16:06,https://adn.gob.do/transparencia/download/479/2022/1918/adn-juramenta-comite-e-inicia-asambleas-de-presupuesto-participativo-municipal-2022.pdf,Alcaldía del distrito Nacional,1/14/2022 16:05,17,20,link,True
"construcciones servicios y  disenos dominic japt, srl 20% avance","construcciones servicios y  disenos dominic japt, srl 20% avance",9/9/2022 19:44,https://adn.gob.do/transparencia/download/481/evidencias-de-pagos/2758/construcciones-servicios-y-disenos-dominic-japt-srl-20-avance.pdf,Alcaldía del distrito Nacional,9/9/2022 19:44,17,33,link,True
"aquino moreno construcciones, srl 20% avance","aquino moreno construcciones, srl 20% avance",9/9/2022 19:45,https://adn.gob.do/transparencia/download/481/evidencias-de-pagos/2757/aquino-moreno-construcciones-srl-20-avance.pdf,Alcaldía del distrito Nacional,9/9/2022 19:44,17,33,link,True
informe de rendicion de cuentas ppm 2022 t1 (enero – abril).,informe de rendicion de cuentas ppm 2022 t1 (enero – abril).,7/1/2022 16:09,https://adn.gob.do/transparencia/download/480/informes/2452/informe-de-rendicion-de-cuentas-ppm-2022-t1-enero-abril.pdf,Alcaldía del distrito Nacional,7/1/2022 16:08,17,13,link,True
informe rendicion de cuentas ppm 2022 (enero - agosto),informe rendicion de cuentas ppm 2022 (enero - agosto),9/9/2022 19:43,https://adn.gob.do/transparencia/download/480/informes/2756/informe-rendicion-de-cuentas-ppm-2022-enero-agosto.pdf,Alcaldía del distrito Nacional,9/9/2022 19:42,17,13,link,True
informe rendicion de cuentas ppm22 enero a diciembre  2022,informe rendicion de cuentas ppm22 enero a diciembre  2022,2/13/2023 20:01,https://adn.gob.do/transparencia/download/480/informes/3524/informe-rendicion-de-cuentas-ppm22-enero-a-diciembre-2022.pdf,Alcaldía del distrito Nacional,2/13/2023 20:01,17,13,link,True
rendicion de cuentas segundo trimestre 2021,rendicion de cuentas segundo trimestre 2021,4/20/2023 15:58,https://adn.gob.do/transparencia/download/772/2021/4520/rendicion-de-cuentas-segundo-trimestre-2021.pdf,Alcaldía del distrito Nacional,4/20/2023 15:53,17,26,link,True
rendicion de cuenta ppm 2021,rendicion de cuenta ppm 2021,4/20/2023 15:55,https://adn.gob.do/transparencia/download/772/2021/4518/rendicion-de-cuenta-ppm-2021.pdf,Alcaldía del distrito Nacional,4/20/2023 15:53,17,26,link,True
plan de inversion 2021 - fp06,plan de inversion 2021 - fp06,4/20/2023 15:53,https://adn.gob.do/transparencia/download/772/2021/4519/plan-de-inversion-2021-fp06.pdf,Alcaldía del distrito Nacional,4/20/2023 15:53,17,28,link,True
analisis ejecucion obras t3 2021,analisis ejecucion obras t3 2021,4/20/2023 15:58,https://adn.gob.do/transparencia/download/772/2021/4521/analisis-ejecucion-obras-t3-2021.pdf,Alcaldía del distrito Nacional,4/20/2023 15:54,17,28,link,True
inversiones lavaber srl,inversiones lavaber srl,4/20/2023 16:08,https://adn.gob.do/transparencia/download/776/t3-2021/4529/inversiones-lavaber-srl.pdf,Alcaldía del distrito Nacional,4/20/2023 16:06,17,33,link,True
enriqueta ceballos,enriqueta ceballos,4/20/2023 16:07,https://adn.gob.do/transparencia/download/776/t3-2021/4527/enriqueta-ceballos.pdf,Alcaldía del distrito Nacional,4/20/2023 16:06,17,33,link,True
constructora convesta srl,constructora convesta srl,4/20/2023 16:07,https://adn.gob.do/transparencia/download/776/t3-2021/4530/constructora-convesta-srl.pdf,Alcaldía del distrito Nacional,4/20/2023 16:06,17,33,link,True
consorcio alfyll srl,consorcio alfyll srl,4/20/2023 16:07,https://adn.gob.do/transparencia/download/776/t3-2021/4528/consorcio-alfyll-srl.pdf,Alcaldía del distrito Nacional,4/20/2023 16:06,17,33,link,True
"artiex, srl","artiex, srl",4/20/2023 16:06,https://adn.gob.do/transparencia/download/776/t3-2021/4526/artiex-srl.pdf,Alcaldía del distrito Nacional,4/20/2023 16:06,17,33,link,True
leinbnz garisbaldy ogando camilo,leinbnz garisbaldy ogando camilo,4/20/2023 16:11,https://adn.gob.do/transparencia/download/775/t2-2021/4531/leinbnz-garisbaldy-ogando-camilo.pdf,Alcaldía del distrito Nacional,4/20/2023 16:10,17,33,link,True
isarab disenos,isarab disenos,4/20/2023 16:01,https://adn.gob.do/transparencia/download/774/t1-2021/4524/isarab-disenos.pdf,Alcaldía del distrito Nacional,4/20/2023 16:01,17,33,link,True
enriqueta ceballos de taveras,enriqueta ceballos de taveras,4/20/2023 16:02,https://adn.gob.do/transparencia/download/774/t1-2021/4522/enriqueta-ceballos-de-taveras.pdf,Alcaldía del distrito Nacional,4/20/2023 16:01,17,33,link,True
constructora irgonza,constructora irgonza,4/20/2023 16:02,https://adn.gob.do/transparencia/download/774/t1-2021/4523/constructora-irgonza.pdf,Alcaldía del distrito Nacional,4/20/2023 16:01,17,33,link,True
evidencia de obras ppm t4 2020,evidencia de obras ppm t4 2020,4/20/2023 16:17,https://adn.gob.do/transparencia/download/777/2020/4532/evidencia-de-obras-ppm-t4-2020.pdf,Alcaldía del distrito Nacional,4/20/2023 16:17,17,33,link,True
listado de participantes del ensanche quisqueya,listado de participantes del ensanche quisqueya,4/20/2023 16:34,https://adn.gob.do/transparencia/download/778/actas-asambleas-circunscripcion-1-ano-2010/4539/listado-de-participantes-del-ensanche-quisqueya.pdf,Alcaldía del distrito Nacional,4/20/2023 16:30,17,13,link,True
listado de participantes del cacique,listado de participantes del cacique,4/20/2023 16:33,https://adn.gob.do/transparencia/download/778/actas-asambleas-circunscripcion-1-ano-2010/4537/listado-de-participantes-del-cacique.pdf,Alcaldía del distrito Nacional,4/20/2023 16:30,17,13,link,True
listado de participantes ciudad colonial,listado de participantes ciudad colonial,4/20/2023 16:32,https://adn.gob.do/transparencia/download/778/actas-asambleas-circunscripcion-1-ano-2010/4540/listado-de-participantes-ciudad-colonial.pdf,Alcaldía del distrito Nacional,4/20/2023 16:30,17,13,link,True
acta asamblea quisqueya,acta asamblea quisqueya,4/20/2023 16:32,https://adn.gob.do/transparencia/download/778/actas-asambleas-circunscripcion-1-ano-2010/4538/acta-asamblea-quisqueya.pdf,Alcaldía del distrito Nacional,4/20/2023 16:30,17,29,link,True
acta asamblea honduras el oeste,acta asamblea honduras el oeste,4/20/2023 16:31,https://adn.gob.do/transparencia/download/778/actas-asambleas-circunscripcion-1-ano-2010/4536/acta-asamblea-honduras-el-oeste.pdf,Alcaldía del distrito Nacional,4/20/2023 16:30,17,29,link,True
acta asamblea el cacique 2,acta asamblea el cacique 2,4/20/2023 16:27,https://adn.gob.do/transparencia/download/778/actas-asambleas-circunscripcion-1-ano-2010/4534/acta-asamblea-el-cacique-2.pdf,Alcaldía del distrito Nacional,4/20/2023 16:25,17,29,link,True
acta asamblea el cacique 1,acta asamblea el cacique 1,4/20/2023 16:26,https://adn.gob.do/transparencia/download/778/actas-asambleas-circunscripcion-1-ano-2010/4535/acta-asamblea-el-cacique-1.pdf,Alcaldía del distrito Nacional,4/20/2023 16:25,17,29,link,True
acta asamblea ciudad colonial,acta asamblea ciudad colonial,4/20/2023 16:26,https://adn.gob.do/transparencia/download/778/actas-asambleas-circunscripcion-1-ano-2010/4533/acta-asamblea-ciudad-colonial.pdf,Alcaldía del distrito Nacional,4/20/2023 16:25,17,29,link,True
listado de participantes los rios,listado de participantes los rios,4/20/2023 16:43,https://adn.gob.do/transparencia/download/779/actas-asambleas-circunscripcion-2-ano-2010/4545/listado-de-participantes-los-rios.pdf,Alcaldía del distrito Nacional,4/20/2023 16:41,17,13,link,True
acta asamblea palma real,acta asamblea palma real,4/20/2023 16:41,https://adn.gob.do/transparencia/download/779/actas-asambleas-circunscripcion-2-ano-2010/4546/acta-asamblea-palma-real.pdf,Alcaldía del distrito Nacional,4/20/2023 16:41,17,29,link,True
acta asamblea los rios,acta asamblea los rios,4/20/2023 16:41,https://adn.gob.do/transparencia/download/779/actas-asambleas-circunscripcion-2-ano-2010/4541/acta-asamblea-los-rios.pdf,Alcaldía del distrito Nacional,4/20/2023 16:41,17,29,link,True
acta asamblea los peralejos,acta asamblea los peralejos,4/20/2023 16:41,https://adn.gob.do/transparencia/download/779/actas-asambleas-circunscripcion-2-ano-2010/4542/acta-asamblea-los-peralejos.pdf,Alcaldía del distrito Nacional,4/20/2023 16:41,17,29,link,True
acta asamblea ensanche la fe,acta asamblea ensanche la fe,4/20/2023 16:41,https://adn.gob.do/transparencia/download/779/actas-asambleas-circunscripcion-2-ano-2010/4544/acta-asamblea-ensanche-la-fe.pdf,Alcaldía del distrito Nacional,4/20/2023 16:41,17,29,link,True
acta asamblea cristo rey,acta asamblea cristo rey,4/20/2023 16:42,https://adn.gob.do/transparencia/download/779/actas-asambleas-circunscripcion-2-ano-2010/4543/acta-asamblea-cristo-rey.pdf,Alcaldía del distrito Nacional,4/20/2023 16:41,17,29,link,True
simon bolivar-acta de asamblea,simon bolivar-acta de asamblea,4/20/2023 17:16,https://adn.gob.do/transparencia/download/780/actas-asambleas-circunscripcion-3-ano-2010/4559/simon-bolivar-acta-de-asamblea.pdf,Alcaldía del distrito Nacional,4/20/2023 17:16,17,29,link,True
listado de participantes villa francisca,listado de participantes villa francisca,4/20/2023 18:34,https://adn.gob.do/transparencia/download/780/actas-asambleas-circunscripcion-3-ano-2010/4556/listado-de-participantes-villa-francisca.pdf,Alcaldía del distrito Nacional,4/20/2023 17:15,17,13,link,True
listado de participantes simon bolivar,listado de participantes simon bolivar,4/20/2023 18:34,https://adn.gob.do/transparencia/download/780/actas-asambleas-circunscripcion-3-ano-2010/4554/listado-de-participantes-simon-bolivar.pdf,Alcaldía del distrito Nacional,4/20/2023 17:15,17,13,link,True
listado de participantes la zurza,listado de participantes la zurza,4/20/2023 18:34,https://adn.gob.do/transparencia/download/780/actas-asambleas-circunscripcion-3-ano-2010/4555/listado-de-participantes-la-zurza.pdf,Alcaldía del distrito Nacional,4/20/2023 17:15,17,13,link,True
listado de participantes gualey,listado de participantes gualey,4/20/2023 18:33,https://adn.gob.do/transparencia/download/780/actas-asambleas-circunscripcion-3-ano-2010/4557/listado-de-participantes-gualey.pdf,Alcaldía del distrito Nacional,4/20/2023 17:15,17,13,link,True
listado de participantes capotillo,listado de participantes capotillo,4/20/2023 18:30,https://adn.gob.do/transparencia/download/780/actas-asambleas-circunscripcion-3-ano-2010/4558/listado-de-participantes-capotillo.pdf,Alcaldía del distrito Nacional,4/20/2023 17:15,17,13,link,True
listado de participantes 27 de febrero,listado de participantes 27 de febrero,4/20/2023 18:29,https://adn.gob.do/transparencia/download/780/actas-asambleas-circunscripcion-3-ano-2010/4553/listado-de-participantes-27-de-febrero.pdf,Alcaldía del distrito Nacional,4/20/2023 17:15,17,13,link,True
listado de participantes 24 de abril,listado de participantes 24 de abril,4/20/2023 18:29,https://adn.gob.do/transparencia/download/780/actas-asambleas-circunscripcion-3-ano-2010/4551/listado-de-participantes-24-de-abril.pdf,Alcaldía del distrito Nacional,4/20/2023 17:15,17,13,link,True
acta asamblea villas agricolas,acta asamblea villas agricolas,4/20/2023 18:29,https://adn.gob.do/transparencia/download/780/actas-asambleas-circunscripcion-3-ano-2010/4552/acta-asamblea-villas-agricolas.pdf,Alcaldía del distrito Nacional,4/20/2023 17:15,17,29,link,True
acta asamblea villa francisca,acta asamblea villa francisca,4/20/2023 18:28,https://adn.gob.do/transparencia/download/780/actas-asambleas-circunscripcion-3-ano-2010/4550/acta-asamblea-villa-francisca.pdf,Alcaldía del distrito Nacional,4/20/2023 17:15,17,29,link,True
acta asamblea los guandules,acta asamblea los guandules,4/20/2023 18:26,https://adn.gob.do/transparencia/download/780/actas-asambleas-circunscripcion-3-ano-2010/4548/acta-asamblea-los-guandules.pdf,Alcaldía del distrito Nacional,4/20/2023 17:15,17,29,link,True
acta asamblea la zurza,acta asamblea la zurza,4/20/2023 18:27,https://adn.gob.do/transparencia/download/780/actas-asambleas-circunscripcion-3-ano-2010/4547/acta-asamblea-la-zurza.pdf,Alcaldía del distrito Nacional,4/20/2023 17:15,17,29,link,True
acta asamblea gualey,acta asamblea gualey,4/20/2023 18:27,https://adn.gob.do/transparencia/download/780/actas-asambleas-circunscripcion-3-ano-2010/4549/acta-asamblea-gualey.pdf,Alcaldía del distrito Nacional,4/20/2023 17:15,17,29,link,True
acta asamblea capotillo,acta asamblea capotillo,4/20/2023 17:16,https://adn.gob.do/transparencia/download/780/actas-asambleas-circunscripcion-3-ano-2010/4560/acta-asamblea-capotillo.pdf,Alcaldía del distrito Nacional,4/20/2023 17:16,17,29,link,True
acta asamblea 27 de febrero,acta asamblea 27 de febrero,4/20/2023 17:16,https://adn.gob.do/transparencia/download/780/actas-asambleas-circunscripcion-3-ano-2010/4562/acta-asamblea-27-de-febrero.pdf,Alcaldía del distrito Nacional,4/20/2023 17:16,17,29,link,True
acta asamblea 24 de abril,acta asamblea 24 de abril,4/20/2023 18:26,https://adn.gob.do/transparencia/download/780/actas-asambleas-circunscripcion-3-ano-2010/4561/acta-asamblea-24-de-abril.pdf,Alcaldía del distrito Nacional,4/20/2023 17:16,17,29,link,True
listado de participantes nordesa iii,listado de participantes nordesa iii,4/20/2023 19:07,https://adn.gob.do/transparencia/download/781/actas-asambleas-circunscripcion-1-ano-2011/4563/listado-de-participantes-nordesa-iii.pdf,Alcaldía del distrito Nacional,4/20/2023 19:06,17,13,link,True
acta asamblea nordesa iii,acta asamblea nordesa iii,4/20/2023 19:07,https://adn.gob.do/transparencia/download/781/actas-asambleas-circunscripcion-1-ano-2011/4564/acta-asamblea-nordesa-iii.pdf,Alcaldía del distrito Nacional,4/20/2023 19:06,17,29,link,True
asamblea villa claudia y mirador de las colinas,asamblea villa claudia y mirador de las colinas,4/20/2023 19:35,https://adn.gob.do/transparencia/download/782/actas-asambleas-circunscripcion-2-ano-2011/4567/asamblea-villa-claudia-y-mirador-de-las-colinas.pdf,Alcaldía del distrito Nacional,4/20/2023 19:35,17,29,link,True
asamblea listado villa claudia y mirador de las colinas-3,asamblea listado villa claudia y mirador de las colinas-3,4/20/2023 19:35,https://adn.gob.do/transparencia/download/782/actas-asambleas-circunscripcion-2-ano-2011/4566/asamblea-listado-villa-claudia-y-mirador-de-las-colinas-3.pdf,Alcaldía del distrito Nacional,4/20/2023 19:35,17,29,link,True
asamblea listado  la puya a.h.,asamblea listado  la puya a.h.,4/20/2023 19:35,https://adn.gob.do/transparencia/download/782/actas-asambleas-circunscripcion-2-ano-2011/4565/asamblea-listado-la-puya-a-h.pdf,Alcaldía del distrito Nacional,4/20/2023 19:35,17,29,link,True
asamblea la puya a.h,asamblea la puya a.h,4/20/2023 19:35,https://adn.gob.do/transparencia/download/782/actas-asambleas-circunscripcion-2-ano-2011/4568/asamblea-la-puya-a-h.pdf,Alcaldía del distrito Nacional,4/20/2023 19:35,17,29,link,True
listado de participantes villa maria y mejoramiento social,listado de participantes villa maria y mejoramiento social,4/20/2023 19:48,https://adn.gob.do/transparencia/download/783/actas-asambleas-circunscripcion-3-ano-2011/4569/listado-de-participantes-villa-maria-y-mejoramiento-social.pdf,Alcaldía del distrito Nacional,4/20/2023 19:40,17,13,link,True
listado de participantes villa consuelo,listado de participantes villa consuelo,4/20/2023 19:48,https://adn.gob.do/transparencia/download/783/actas-asambleas-circunscripcion-3-ano-2011/4575/listado-de-participantes-villa-consuelo.pdf,Alcaldía del distrito Nacional,4/20/2023 19:40,17,13,link,True
listado de participantes maria auxiliadora y guachupita,listado de participantes maria auxiliadora y guachupita,4/20/2023 19:48,https://adn.gob.do/transparencia/download/783/actas-asambleas-circunscripcion-3-ano-2011/4574/listado-de-participantes-maria-auxiliadora-y-guachupita.pdf,Alcaldía del distrito Nacional,4/20/2023 19:40,17,13,link,True
listado de participantes la cienega,listado de participantes la cienega,4/20/2023 19:47,https://adn.gob.do/transparencia/download/783/actas-asambleas-circunscripcion-3-ano-2011/4573/listado-de-participantes-la-cienega.pdf,Alcaldía del distrito Nacional,4/20/2023 19:40,17,13,link,True
acta asamblea villa maria y mejoramiento social,acta asamblea villa maria y mejoramiento social,4/20/2023 19:42,https://adn.gob.do/transparencia/download/783/actas-asambleas-circunscripcion-3-ano-2011/4572/acta-asamblea-villa-maria-y-mejoramiento-social.pdf,Alcaldía del distrito Nacional,4/20/2023 19:40,17,20,link,True
acta asamblea villa consuelo,acta asamblea villa consuelo,4/20/2023 19:43,https://adn.gob.do/transparencia/download/783/actas-asambleas-circunscripcion-3-ano-2011/4570/acta-asamblea-villa-consuelo.pdf,Alcaldía del distrito Nacional,4/20/2023 19:40,17,20,link,True
acta asamblea maria auxiliadora y guachupita,acta asamblea maria auxiliadora y guachupita,4/20/2023 19:46,https://adn.gob.do/transparencia/download/783/actas-asambleas-circunscripcion-3-ano-2011/4576/acta-asamblea-maria-auxiliadora-y-guachupita.pdf,Alcaldía del distrito Nacional,4/20/2023 19:40,17,20,link,True
acta asamblea la cienega,acta asamblea la cienega,4/20/2023 19:42,https://adn.gob.do/transparencia/download/783/actas-asambleas-circunscripcion-3-ano-2011/4571/acta-asamblea-la-cienega.pdf,Alcaldía del distrito Nacional,4/20/2023 19:40,17,20,link,True
taller promotores,taller promotores,4/20/2023 20:12,https://adn.gob.do/transparencia/download/784/mas-documentos/4585/taller-promotores.pdf,Alcaldía del distrito Nacional,4/20/2023 20:07,17,13,link,True
resumen presupuesto participativo al 31 agosto 2011,resumen presupuesto participativo al 31 agosto 2011,4/20/2023 20:17,https://adn.gob.do/transparencia/download/784/mas-documentos/4584/resumen-presupuesto-participativo-al-31-agosto-2011.pdf,Alcaldía del distrito Nacional,4/20/2023 20:07,17,30,link,True
resumen presupuesto participativo marzo 2011,resumen presupuesto participativo marzo 2011,4/20/2023 20:16,https://adn.gob.do/transparencia/download/784/mas-documentos/4583/resumen-presupuesto-participativo-marzo-2011.pdf,Alcaldía del distrito Nacional,4/20/2023 20:07,17,30,link,True
resumen ejecucion obras 2011 - c3,resumen ejecucion obras 2011 - c3,4/20/2023 20:18,https://adn.gob.do/transparencia/download/784/mas-documentos/4581/resumen-ejecucion-obras-2011-c3.pdf,Alcaldía del distrito Nacional,4/20/2023 20:07,17,32,link,True
resumen ejecucion obras 2011 - c2,resumen ejecucion obras 2011 - c2,4/20/2023 20:18,https://adn.gob.do/transparencia/download/784/mas-documentos/4579/resumen-ejecucion-obras-2011-c2.pdf,Alcaldía del distrito Nacional,4/20/2023 20:07,17,32,link,True
resumen ejecucion obras 2011 - c1,resumen ejecucion obras 2011 - c1,4/20/2023 20:19,https://adn.gob.do/transparencia/download/784/mas-documentos/4577/resumen-ejecucion-obras-2011-c1.pdf,Alcaldía del distrito Nacional,4/20/2023 20:07,17,32,link,True
resolucion y reglamento de presupuesto participativo,resolucion y reglamento de presupuesto participativo,4/20/2023 20:07,https://adn.gob.do/transparencia/download/784/mas-documentos/4580/resolucion-y-reglamento-de-presupuesto-participativo.pdf,Alcaldía del distrito Nacional,4/20/2023 20:07,17,13,link,True
programacion presupuesto participativo,programacion presupuesto participativo,4/20/2023 20:20,https://adn.gob.do/transparencia/download/784/mas-documentos/4582/programacion-presupuesto-participativo.pdf,Alcaldía del distrito Nacional,4/20/2023 20:07,17,13,link,True
ley_no_170-07 de presupuesto participativo,ley_no_170-07 de presupuesto participativo,4/20/2023 20:07,https://adn.gob.do/transparencia/download/784/mas-documentos/4578/ley_no_170-07-de-presupuesto-participativo.pdf,Alcaldía del distrito Nacional,4/20/2023 20:07,17,13,link,True
informe obras presupuesto participativo,informe obras presupuesto participativo,4/20/2023 20:07,https://adn.gob.do/transparencia/download/784/mas-documentos/4588/informe-obras-presupuesto-participativo.pdf,Alcaldía del distrito Nacional,4/20/2023 20:07,17,13,link,True
dirigentes comunitarios circunscripciones 123,dirigentes comunitarios circunscripciones 123,4/20/2023 20:15,https://adn.gob.do/transparencia/download/784/mas-documentos/4586/dirigentes-comunitarios-circunscripciones-123.pdf,Alcaldía del distrito Nacional,4/20/2023 20:07,17,13,link,True
asambleas barriales presupuesto participativo,asambleas barriales presupuesto participativo,4/20/2023 20:15,https://adn.gob.do/transparencia/download/784/mas-documentos/4587/asambleas-barriales-presupuesto-participativo.pdf,Alcaldía del distrito Nacional,4/20/2023 20:07,17,29,link,True
